name,main_category,sub_category,review_rating,no_of_ratings,discount_price,actual_price,best_model,comments,cleaned_narrative,best_avg_score,link
"pTron Newly Launched Boom Buddy in-Ear Wired Earphones with Mic, Type-C Audio Connector, Immersive Stereo Sound with Deep ...","tv, audio & cameras",All Electronics,5.0 out of 5 stars,194,₹349,"₹1,599",T5,featur good camera realli great batteri life good featur realli good featur great,"The customer praised the newly launched PTron Boom Buddy earphones for their high-quality stereo sound and type-C audio connector. However, they highlighted that the battery life leaves much to be desired. Despite this, the customer found the design and features impressive, noting ""The features are very good, camera is really great.""",0.7521235521235522,https://www.amazon.in/pTron-Boom-Earphones-Connector-Immersive/dp/B0BQC5NT44/ref=sr_1_2590?qid=1679133814&s=electronics&sr=1-2590
"OpenTech® Tempered Glass Screen Protector Compatible for Samsung Galaxy Watch 4 (44mm) / Watch 5 (44mm) (1.4"" inch) (Pack ...","tv, audio & cameras",All Electronics,5.0 out of 5 stars,807,₹289,₹999,T5,devic feel sooooo goodand happi first devic feel sooooooooo good happybut first devic feel soooo bad,"The customer mentioned that they are extremely satisfied with the OpenTech® Tempered Glass Screen Protector, noting it felt incredibly comfortable on their Samsung Galaxy Watch 4, particularly praising its compatibility across different models. The reviewer highlighted how this innovative screen protector brought them immense joy, especially when comparing it to previous experiences with similar products.",0.5,https://www.amazon.in/Samsung-Galaxy-Watch-44mm-Installation/dp/B0B93LT7W2/ref=sr_1_2591?qid=1679133814&s=electronics&sr=1-2591
"Noise Buds Smart Truly Wireless in Ear Earbuds with 18H Playtime,10mm Driver, Full Touch Control, Hyper Sync, and BT v5.0...","tv, audio & cameras",All Electronics,5.0 out of 5 stars,FREE Delivery by Amazon,"₹1,099","₹3,499",T5,excellent excellent excel excel,"The customer mentioned the noise reduction feature is outstanding, while noting that the Bluetooth connectivity was seamless throughout their listening sessions. The reviewer also highlighted the intuitive touch controls as an added convenience for quick adjustments during use. They further praised the long play time and high-quality sound from the 10mm driver, describing it as perfect for both casual and active use. Overall, this customer expresses great satisfaction with the purchase, leaving no room for improvement in their experience with these earbuds.",0.2666666666666666,https://www.amazon.in/Noise-Wireless-Earbuds-Playtime-Control/dp/B0BXGTGR66/ref=sr_1_2593?qid=1679133814&s=electronics&sr=1-2593
HUMBLE USB Power Adapter Fitness Band Charging Cable Designed For MI Band 4 - Black,"tv, audio & cameras",All Electronics,5.0 out of 5 stars,"1,224",₹150,₹599,BART,marbl piec part collect work art piec call last star display museum modern art,"The customer mentioned, ""I purchased the HUMBLE USB Power Adapter Fitness Band Charging Cable designed for MI Band 4 in black and was thoroughly impressed with its quality."" The reviewer noted, ""This product exceeded my expectations, as it efficiently charged both my fitness band and other compatible devices without any hiccups or malfunctions. It's not just another charger; it's an elegant accessory that enhances the look of your device.""",0.1126984126984127,https://www.amazon.in/HUMBLE-Adapter-Fitness-Charging-HB-BAND4_CHARGNG/dp/B08R3WNB7P/ref=sr_1_2594?qid=1679133814&s=electronics&sr=1-2594
KABEER ART 16 Well Rectangle Plastic Painting Palette,"tv, audio & cameras",All Electronics,3.0 out of 5 stars,556,₹175,₹250,T5,good product heat issu great product heat issu heat problem faulti product caus problem heat system,"The customer mentioned that they had experienced significant heating issues with their KABEER ART 16 Well Rectangle Plastic Painting Palette, which led to dissatisfaction with the overall quality of the product. The reviewer noted that this fault caused problems with the heating system, indicating poor performance despite the manufacturer's claims of effectiveness.",0.3878787878787879,https://www.amazon.in/KABEER-ART-16-Rectangle-Plastic/dp/B011G1K9EI/ref=sr_1_2595?qid=1679133816&s=electronics&sr=1-2595
"RiaTech (250mm x 210mm x 2mm Speed Type Mouse Pad with Antifray Stitched Embroidery Edges, Non-Slip Rubber Base Mousepad f...","tv, audio & cameras",All Electronics,5.0 out of 5 stars,"10,152",₹189,₹799,T5,dude appl dude he snob say fan appl product,"The customer mentioned the exceptional quality and design of the RiaTech mouse pad, noting that its speed type features are superior to Apple's. The reviewer emphasized how the non-slip rubber base ensures stability during use, providing an unmatched experience for any digital user.",0.3271221532091097,https://www.amazon.in/RiaTech-Resistance-Coating-Stitched-Slippary/dp/B071CP6HQH/ref=sr_1_2596?qid=1679133816&s=electronics&sr=1-2596
Panasonic Rechargable Ni-MH AAA Rechargable Battery For Cordless Phone And Toys (Pack Of 2 Pcs),"tv, audio & cameras",All Electronics,5.0 out of 5 stars,"2,468",₹359,₹699,T5,everi thing fine n expect everyth fine expect im happi n everyth ok,"""The customer mentioned that they are very satisfied with the rechargable Ni-MH AA batteries for cordless phones and toys, noting that everything functions as expected and is more than satisfactory.""",0.5050055617352615,https://www.amazon.in/Panasonic-Rechargable-Ni-MH-Battery-Cordless/dp/B06X9ZGSF4/ref=sr_1_2597_mod_primary_new?qid=1679133816&s=electronics&sbo=RZvfv%2F%2FHxDF%2BO5021pAnSA%3D%3D&sr=1-2597
APPUCOCO MS Metal Bookend for Office - 2 Per Pack (Black),"tv, audio & cameras",All Electronics,4.0 out of 5 stars,"2,218",₹299,"₹1,499",T5,overal good expens compar last year high low overal good day littl bit expens,"The customer mentioned that the metal bookends from APPUCOCO are both high-quality and reasonably priced, offering a satisfying purchase with their typical durability. However, they felt slightly disappointed by the cost, noting it is on par with previous years' bestsellers but still somewhat pricey in comparison. Overall, this review suggests a balanced view – appreciative of the product quality while recognizing its premium price point.",0.3002898550724637,https://www.amazon.in/APPUCOCO-MS-Metal-Bookend-Office/dp/B07GS5Y9CD/ref=sr_1_2598?qid=1679133816&s=electronics&sr=1-2598
"PLIXIO Aluminum Tabletop Laptop Stand Ergonomic Foldable Portable Laptop Stand Holder Compatible for MacBook, HP, Dell, Le...","tv, audio & cameras",All Electronics,5.0 out of 5 stars,"2,967","₹1,469.02","₹2,499",BART,best phone use game normal use best phone game use best phone normal use game best mobil phone video game,"The customer mentioned that the PLIXIO Aluminum Tabletop Laptop Stand is an exceptional device, praising its versatility across gaming and regular usage. The reviewer noted how it stands out as the top choice for both casual users and gamers alike, highlighting its optimal performance in all types of applications.",0.4595588235294117,https://www.amazon.in/Plixio%C2%AE-Adjustable-Aluminum-Ergonomic-Compatible/dp/B08R78CSZ5/ref=sr_1_2599?qid=1679133816&s=electronics&sr=1-2599
"Safari Crew Overnighter Backpack, 40 Ltr Water Resistant Travel Laptop Bag, Black Polyester Backpack for Men and Women, Sp...","tv, audio & cameras",All Electronics,5.0 out of 5 stars,80,"₹1,759","₹5,099",T5,nice one bad one good one nice one nice one,"""The customer mentioned that the Safari Crew Overnighter Backpack is well-constructed with ample space for electronics and water, making it both practical and stylish."" ""The reviewer noted that despite the high rating, they appreciated how versatile the bag is for different occasions, from travel to everyday use."" ""The customer added that the quality feels premium without breaking the bank, suggesting durability and comfort in equal measure.""",0.1795665634674922,https://www.amazon.in/Safari-Overnighter-Resistant-Polyester-Travelling/dp/B097JK3X9D/ref=sr_1_2600?qid=1679133816&s=electronics&sr=1-2600
"3M Littmann Classic III Monitoring Stethoscope, Black Tube, 27 inch, 5620","tv, audio & cameras",All Electronics,5.0 out of 5 stars,"8,786","₹8,085","₹11,400",BART,phone absolut good phone isabsolut good good phone nice phone love,"The customer mentioned the 3M Littmann Classic III Monitoring Stethoscope in black tube with a 27-inch length was an excellent choice for their needs. They specifically highlighted its quality and noted that they love it immensely, praising its performance as ""very good"" and describing it as a ""nice phone.""",0.3174603174603175,https://www.amazon.in/Littmann-Classic-Stethoscope-Black-5620/dp/B00QESFJ94/ref=sr_1_2601?qid=1679133816&s=electronics&sr=1-2601
"Parker Ultra Fine Navigator Roller Ball Refill, Black (9000012123)","tv, audio & cameras",All Electronics,5.0 out of 5 stars,"2,159",₹139,₹150,BART,super respect super everi respect super super super super super super supersup everi respectssup supersup,"The customer mentioned that the Parker Ultra Fine Navigator Roller Ball Refill, Black is exceptional in every aspect, leaving no room for improvement with its superior quality and performance. The reviewer noted that they are completely satisfied with this product, praising it as ""Super"" multiple times throughout their review, emphasizing the high level of satisfaction achieved.",0.2884615384615385,https://www.amazon.in/Parker-Ultra-Navigator-Roller-Refill/dp/B00KJFGPIC/ref=sr_1_2602?qid=1679133816&s=electronics&sr=1-2602
"Duracell Ultra Alkaline 9V Battery, 2 Pcs","tv, audio & cameras",All Electronics,4.0 out of 5 stars,"3,109",₹474,₹500,BART,genuin producthassl free exchang deliv promis date delay deliveri free exchang free ship free return,"The customer mentioned that they received the genuine product without any issues, with hassle-free exchanges and timely deliveries. The review notes the fast tracking of their order due to delay in delivery, highlighting the service's reliability. The reviewer also appreciates the free exchange and shipping options offered by the company. However, the only criticism was about delayed delivery which is now resolved.",0.6837606837606839,https://www.amazon.in/Duracell-Alkaline-Battery-Duralock-Technology/dp/B00VM80JCS/ref=sr_1_2603?qid=1679133816&s=electronics&sr=1-2603
"IONIX Big Size LCD Writing Tablet 12 Inch Screen, LCD Writing pad, Tablet, Kids Toys for Boys, Toys for Boys 4 Years, Toys...","tv, audio & cameras",All Electronics,4.0 out of 5 stars,"6,574",₹428,₹999,T5,good one good one good one good one bad one bad one sloppi one,"The customer mentioned that the IONIX Big Size LCD Writing Tablet is highly praised by many reviewers but also noted a few minor drawbacks such as occasional screen glare and some inconvenience with battery life. The review concludes that despite these issues, it remains an excellent purchase suitable for both boys aged 4 and beyond.",0.1703703703703703,https://www.amazon.in/size-Writing-12-pad-Drawing/dp/B0B2WYG7MS/ref=sr_1_2604?qid=1679133816&s=electronics&sr=1-2604
"Mivi Roam 2 Bluetooth 5W Portable Speaker,24 Hours Playtime,Powerful Bass, Wireless Stereo Speaker with Studio Quality Sou...","tv, audio & cameras",All Electronics,5.0 out of 5 stars,"36,230","₹1,199","₹2,999",BART,great product great price great product great price great qualiti great qualiti great valu money great valu money,"""The customer mentioned they were thoroughly impressed by both the high-quality audio and extended battery life offered by the Mivi Roam 2 Bluetooth speaker. The reviewer noted that it exceeded their expectations for a portable device, praising its powerful bass and wireless stereo sound.""",0.2972222222222222,https://www.amazon.in/Mivi-Wireless-Bluetooth-Waterproof-Assistance/dp/B08PGYZQ9H/ref=sr_1_2605?qid=1679133816&s=electronics&sr=1-2605
Myvn 20W Flash Super Vooc Micro Usb 7 Pin Data Sync Fast Charging Cable For Cellular Phones Oppo Reno/Oppo F9 Pro/ F11 Pro...,"tv, audio & cameras",All Electronics,5.0 out of 5 stars,"3,519",₹329,₹999,T5,batteri perform mark ie mark batteri mark iie hour batteri life,"The customer mentioned that they are highly satisfied with the battery performance of the Myvn 20W Flash Super Vooc Micro USB cable for their OPOCO phones. The reviewer noted that this cable delivers up to 10 hours of battery life, ensuring seamless usage without frequent recharges.",0.3857142857142857,https://www.amazon.in/MYVN-Compatible-VOOC-Charging-Smartphones/dp/B08JH94ZHP/ref=sr_1_2606?qid=1679133816&s=electronics&sr=1-2606
"EVATON Silicone Case Cover Compatible with Boat Airdopes 141,148, with Safety Ring (Back)","tv, audio & cameras",All Electronics,5.0 out of 5 stars,432,₹215,₹799,T5,amazoncom love product nice servic appreci thank great servic,"The customer mentioned they were thoroughly impressed by the high-quality EVATON silicone case cover, noting its compatibility with their boat's air-drops. The safety ring added an extra layer of protection, enhancing user confidence significantly. Expressing gratitude towards the seller for providing excellent service, the reviewer highlighted the ease of use and satisfaction garnered from purchasing this item.",0.5148148148148147,https://www.amazon.in/Washable-Compatible-141-148-Bluetooth/dp/B09TFSGSG2/ref=sr_1_2607_mod_primary_new?qid=1679133816&s=electronics&sbo=RZvfv%2F%2FHxDF%2BO5021pAnSA%3D%3D&sr=1-2607
OpenTech® Tempered Glass Screen Protector Compatible for iPhone X/XS / 11 Pro Edge to Edge Coverage with Easy Installation...,"tv, audio & cameras",All Electronics,5.0 out of 5 stars,"9,560",₹399,₹999,BART,nice function overal overal nice function overal nice function overal overal overal good overal overal great overal overal good function overalloveral nice overal,"The customer mentioned that the OpenTech® Tempered Glass Screen Protector performed exceptionally well, offering excellent edge-to-edge coverage on their iPhone X/XS and 11 Pro devices. The easy installation process was praised by the reviewer, making it a convenient choice for those seeking protection without hassle.",0.1873137505321413,https://www.amazon.in/OpenTech-Tempered-Protector-Installation-Transparent/dp/B07F3FK4JP/ref=sr_1_2608?qid=1679133816&s=electronics&sr=1-2608
"Duracell Rechargeable AAA 900mAh Batteries, 4 Pcs","tv, audio & cameras",All Electronics,5.0 out of 5 stars,"17,839",₹799,₹999,T5,one best phone good batteri life best camera qualiti best batteri life phone good batteri one best phone good camera qualiti,"""The customer praised the Duracell Rechargeable AAA 900mAh Batteries for their exceptional performance in powering various devices, highlighting both excellent battery life and superior camera quality. They expressed high satisfaction across multiple reviews, calling it among the top phones available.""",0.5929824561403508,https://www.amazon.in/Duracell-Ultra-5003449-Rechargeable-Batteries/dp/B0031YLTSY/ref=sr_1_2611?qid=1679133816&s=electronics&sr=1-2611
"TP-Link Archer C64 AC1200 Dual-Band Gigabit Wi-Fi Router, Wireless Speed up to 1200 Mbps, 4×LAN Ports, 1.2 GHz CPU, Advanc...","tv, audio & cameras",All Electronics,5.0 out of 5 stars,"70,135","₹2,399","₹4,799",BART,fine fine fine finefin finefinefin fine fine finefin finefinefinefin,"The customer mentioned that they were very satisfied with the TP-Link Archer C64 router. The wireless speed was impressive at up to 1200 Mbps, which exceeded their expectations. They also appreciated the inclusion of four LAN ports for easy connectivity. The processor was efficient, clocking in at just 1. 2 GHz, ensuring fast performance without overheating concerns. Overall, this router is highly recommended for those looking for a reliable and speedy home network setup.",0.0784313725490196,https://www.amazon.in/TP-Link-Archer-C64-Dual-Band-Beamforming/dp/B095K48F52/ref=sr_1_2613?qid=1679133816&s=electronics&sr=1-2613
Dell WM126-Black Wireless Mouse | Compact & Travel Friendly Design | Ambidextrous | Up-to 1 Year Battery Life | Dell Unive...,"tv, audio & cameras",All Electronics,5.0 out of 5 stars,"1,871",₹799,"₹1,499",BART,first time devic user impress best beast pixel first time devic user disappoint lack voic control,"""The customer praised the compact design and travel-friendly feature of the Dell WM126-Black Wireless Mouse, finding it convenient for on-the-go use. However, the reviewer highlighted that first-time users might be disappointed by its limited voice control capability compared to more advanced models.""",0.6927585554925316,https://www.amazon.in/Dell-091F089-Wireless-Mouse-WM126/dp/B01ALB3BW6/ref=sr_1_2614?qid=1679133816&s=electronics&sr=1-2614
"ProElite Smart Flip Case Cover for Apple iPad 10th Generation 10.9 inch 2022 Translucent & Hard Back with Stylus Pen, Navy...","tv, audio & cameras",All Electronics,5.0 out of 5 stars,58,₹399,"₹1,999",BART,extraordinari perform small attract coral colour extraordinari perform there littl bit coral audienc,"The customer mentioned that they were impressed by the exceptional performance of the ProElite Smart Flip Case Cover. However, they noted that there was a slight preference towards a different color option in coral, which slightly affected their overall satisfaction.",0.621067821067821,https://www.amazon.in/ProElite-Smart-Generation-Translucent-Stylus/dp/B0BM5R7DTS/ref=sr_1_2615?qid=1679133816&s=electronics&sr=1-2615
"Mi Robot Vacuum-Mop P, Best-in-class Laser Navigation in 10-20K INR price band, Intelligent mapping, Robotic Floor Cleaner...","tv, audio & cameras",All Electronics,5.0 out of 5 stars,"2,728","₹21,999","₹29,999",T5,best ever devic use got bestev devic use best devic ever use best ever devic acer,"The customer mentioned that they were blown away by the performance of their Mi Robot Vacuum-Mop P, noting its superior laser navigation system and intelligent mapping capabilities at an impressive price point. The reviewer also highlighted how satisfied they are with the purchase, mentioning that it exceeded expectations and was worth every penny spent on $39,400.",0.505679012345679,https://www.amazon.in/Vacuum-Mop-Intelligent-Navigation-Connectivity-Assistant/dp/B092R48XXB/ref=sr_1_2616?qid=1679133816&s=electronics&sr=1-2616
"Seagate One Touch 2TB External HDD with Password Protection – Red, for Windows and Mac, with 3 yr Data Recovery Services, ...","tv, audio & cameras",All Electronics,4.0 out of 5 stars,"28,685","₹5,799","₹8,999",T5,camera good camera good isnt good camera camera good bad camera,"""The customer mentioned that the camera quality on their external HDD was poor, despite the claim to have high-resolution photography capabilities. The reviewer noted that this aspect fell short of expectations, leading to overall dissatisfaction.""",0.2775308641975308,https://www.amazon.in/Seagate-Touch-External-Password-Protection/dp/B094R18G6L/ref=sr_1_2617?qid=1679133816&s=electronics&sr=1-2617
Sony Extra Bass MDR-XB450AP On-Ear Wired Headphones with Mic (Black),"tv, audio & cameras",All Electronics,5.0 out of 5 stars,"8,251","₹2,016","₹2,490",T5,one best phone xr phone xr xr great phone price,"""The customer mentioned that these Sony Extra Bass MDR-XB450AP headphones are an exceptional value, providing excellent bass performance at a competitive price point."" ""The reviewer noted how well they work as a versatile all-in-one solution, suitable not only for music but also for voice communication through their built-in microphone.""",0.4848484848484848,https://www.amazon.in/Sony-Extra-MDR-XB450AP-Headphones-Black/dp/B00SISEOLC/ref=sr_1_2618?qid=1679133816&s=electronics&sr=1-2618
"BOBO Non-Toxic TPU and Plastic Dry Bag Case for iPhone Xs Max XR XS X 8 7 6S 6 Plus, Samsung Galaxy S9 S8 + Note 8 6 5 4, ...","tv, audio & cameras",All Electronics,5.0 out of 5 stars,"10,555",₹499,"₹1,799",BART,awesomeawesom awesom awesomeawesomeawesom awesomeawesom awesom awesom awesom awesomeawesomeawesom awesom,"The customer mentioned that the BOBO non-toxic TPU and plastic dry bag case exceeded their expectations with its excellent durability and ease of use on various devices ranging from iPhones to Samsung smartphones. The reviewer noted, ""This product is truly remarkable; it's not just durable but also incredibly practical.""",0.0833333333333333,https://www.amazon.in/BOBO-Universal-Waterproof-Cellphone-Samsung/dp/B07LBQQP4V/ref=sr_1_2619?qid=1679133818&s=electronics&sr=1-2619
"Sony WI-C310 Wireless Headphones with 15 Hrs Battery Life, Quick Charge, Magnetic Earbuds for Tangle Free Carrying, BT ver...","tv, audio & cameras",All Electronics,5.0 out of 5 stars,"4,641","₹2,149","₹3,290",BART,awesomeawesom awesom awesomeawesomeawesom awesomeawesom awesom awesom awesom awesomeawesomeawesom awesom,"""The customer mentioned that the Sony WI-C310 Wireless Headphones exceeded their expectations in terms of battery life, quick charging capabilities, and magnetic earbud design, making them an excellent choice for both daily use and travel."" ""In noting this exceptional quality, the reviewer expressed high satisfaction, stating 'Awesome.' This positive review indicates strong endorsement of the product's performance across multiple aspects.""",0.0833333333333333,https://www.amazon.in/Sony-WI-C310-Wireless-Neck-Band-Headphones/dp/B07S25PH3N/ref=sr_1_2620?qid=1679133818&s=electronics&sr=1-2620
"Pilot Frixion Roller Ball Pen, Blue, (9000019672)","tv, audio & cameras",All Electronics,5.0 out of 5 stars,"2,439",₹90,₹100,BART,super b super b best super b seri bteam known highenergi highoctan perform,"""The customer mentions that they are thoroughly impressed with the Pilot Frixion Roller Ball Pen in blue, describing it as supercharged and highly recommended due to its exceptional performance."" ""In noting their satisfaction, the reviewer highlights the pen's durability and ink-filling efficiency, which aligns perfectly with expectations from the Super B team.""",0.1303418803418803,https://www.amazon.in/Pilot-Frixion-Roller-Ball-Blue/dp/B00LOD7CAI/ref=sr_1_2621?qid=1679133818&s=electronics&sr=1-2621
Spe Tulip 58Mm Flower Lens Hood (Black) For Canon Eos 55-250Mm 18-55Mm Ef Lens,"tv, audio & cameras",All Electronics,4.0 out of 5 stars,"2,917",₹133,₹499,BART,awesomeawesom awesom awesomeawesomeawesom awesomeawesom awesom awesom awesom awesomeawesomeawesom awesom,"The customer mentioned that they were thoroughly impressed with the Spe Tulip 58mm Flower Lens Hood, praising its effectiveness in protecting their Canon EOS 55-250mm 18-55mm EF lens while adding an elegant touch to their photography setup. The reviewer noted that it's durable, aesthetically pleasing, and performs exceptionally well during various lighting conditions without any noticeable hindrance to image quality.",0.0833333333333333,https://www.amazon.in/Tulip-Flower-Black-55-250Mm-18-55Mm/dp/B01FXC298A/ref=sr_1_2622?qid=1679133818&s=electronics&sr=1-2622
"ZEBRONICS ZEB-K04 Mini Multimedia USB Wired Keyboard with 96 UV Coated Keys, Slim & Compact, for PC/Mac","tv, audio & cameras",All Electronics,5.0 out of 5 stars,444,₹349,₹399,T5,love phone musthav anyon look great phone im huge fan phone love,"""The customer expressed their delight in the ZEBRONICS ZEB-K04 Mini Multimedia USB Wired Keyboard with 96 UV Coated Keys, praising its slim design and compact size. The reviewer shared that they are highly satisfied with the product, stating it is a must-have for anyone seeking a premium keyboard experience.""",0.1809523809523809,https://www.amazon.in/Zebronics-ZEB-K04-Multimedia-Keyboard-Compact/dp/B09268JSWC/ref=sr_1_2624?qid=1679133818&s=electronics&sr=1-2624
"HP 15s, 12th Gen Intel Core i5 8GB RAM/512GB SSD 15.6""(39.6 cm) FHD Laptop/Intel Iris Xe Graphics/Alexa/Win 11/MSO 2021/1....","tv, audio & cameras",All Electronics,5.0 out of 5 stars,959,"₹58,490","₹67,832",BART,awesomeawesom awesom awesomeawesomeawesom awesomeawesom awesom awesom awesom awesomeawesomeawesom awesom,"""The customer was thrilled with their purchase, praising the laptop's excellent performance, sleek design, and user-friendly operating system (Win 11). They highlighted the high-resolution display and fast processor as key features that exceeded expectations.""",0.0833333333333333,https://www.amazon.in/HP-Micro-Edge-Anti-Glare-15s-fq5111TU/dp/B0B6F5V23N/ref=sr_1_2625?qid=1679133818&s=electronics&sr=1-2625
"JBL Endurance RunBT, Sports in Ear Wireless Bluetooth Earphones with Mic, Sweatproof, Flexsoft eartips, Magnetic Earbuds, ...","tv, audio & cameras",All Electronics,5.0 out of 5 stars,"12,853","₹1,599","₹2,999",BART,awesomeawesom awesom awesomeawesomeawesom awesomeawesom awesom awesom awesom awesomeawesomeawesom awesom,"The customer mentioned that the JBL Endurance RunBT sports earbuds are perfect for running workouts due to their sweat-resistant design and magnetic closure. They also highlighted how easy it is to use the integrated microphone for hands-free calls during runs or workouts. The reviewer notes that the ear tips are comfortable and flexible, allowing for a seamless listening experience throughout different activities. This top-rated product has earned high praise from users who appreciate its durability and functionality in various conditions.",0.0833333333333333,https://www.amazon.in/JBL-Endurance-Wireless-Headphones-Yellow/dp/B07N7WMCZ6/ref=sr_1_2626?qid=1679133818&s=electronics&sr=1-2626
MemeHo® Smart Multi-Purpose Laptop Table with Dock Stand/Study Table/Bed Table/Foldable and Portable/Ergonomic & Rounded E...,"tv, audio & cameras",All Electronics,5.0 out of 5 stars,"26,468",₹697,"₹1,499",T5,great batteri life great camera great batteri camera great camera batteri life great valu money easi use,"The customer praised the MemeHo® Smart Multi-Purpose Laptop Table's excellent battery life and high-quality camera, highlighting its durability and ease of use. The review also commended the table's versatility as a study desk, bed table, or foldable laptop stand, noting that it offers a good balance in terms of price and performance. Overall, the customer expressed satisfaction with their purchase, recommending it highly due to its multifunctional design and reliable features.",0.2953761214630779,https://www.amazon.in/Multi-Purpose-Foldable-Portable-Ergonomic-Engineered/dp/B09LHQ6WLV/ref=sr_1_2627?qid=1679133818&s=electronics&sr=1-2627
"Redmi 20000mAh Power Bank, USB Type C, Micro USB Ports, Dual USB Output, 18W Fast Charging, Low Power Mode, (White)","tv, audio & cameras",All Electronics,5.0 out of 5 stars,"36,399","₹1,948","₹3,199",T5,good experi good experi good valu money thank kind word let know question concern,"The customer mentioned that they were thoroughly impressed with their purchase of the Redmi power bank, highlighting its high capacity at 20,000mAh, dual USB outputs, fast charging capabilities up to 18W, and low-power mode. The reviewer noted that these features provide exceptional performance for both everyday use and overnight charges. They appreciated the inclusion of USB-C ports and microUSB ports, offering versatility in charging devices. Overall, the reviewer expressed satisfaction with the product's quality, stating",0.1642228739002932,https://www.amazon.in/Redmi-20000mAh-Li-Polymer-Power-Charging/dp/B0851WTJ6P/ref=sr_1_2628?qid=1679133818&s=electronics&sr=1-2628
TheGiftKart Tough Armor Bumper Back Cover Case for OnePlus 6T / OnePlus 7 Bumper | Ring Holder & Kickstand in-Built | 360 ...,"tv, audio & cameras",All Electronics,5.0 out of 5 stars,203,₹379,₹999,T5,speed processor camera qualiti speed qualiti camera import factor camera perform,"The customer praised the product for its durability, mentioning that it effectively protected their OnePlus 6T or OnePlus 7 from scratches and impacts while also enhancing phone functionality with built-in features such as a ring holder and kickstand. They specifically highlighted the impressive speed and quality of the camera, which they consider crucial elements in any device's overall performance.",0.5044733044733044,https://www.amazon.in/TheGiftKart-Bumper-OnePlus-Kickstand-Protection/dp/B0BBGVJR9J/ref=sr_1_2629?qid=1679133818&s=electronics&sr=1-2629
"AFRITEE Desk Pad Desk Protector Mat - Dual Side PU Leather Desk Mat Large Mouse Pad, Writing Mat Waterproof Desk Cover Org...","tv, audio & cameras",All Electronics,4.0 out of 5 stars,"8,217",₹384,₹899,T5,fingaraprint miss fingara databas miss afsaraprintcomfingaaraprint,"The customer mentioned that the desk pad they purchased is high-quality and durable. The reviewer noted that it provides excellent protection for their mouse and writing surfaces, ensuring both comfort and ease in daily work activities. They also highlighted the dual-sided design as a significant feature, appreciating its versatility for different tasks and environments. The overall satisfaction with this product is clearly reflected in their rating of 4.0 out of 5 stars.",0.3164983164983164,https://www.amazon.in/AFRITEE-Desk-Pad-Protector-Mat/dp/B08P1YHMWV/ref=sr_1_2630?qid=1679133818&s=electronics&sr=1-2630
Canon EOS 1500D 24.1 Digital SLR Camera (Black) with EF S18-55 is II Lens,"tv, audio & cameras",All Electronics,4.0 out of 5 stars,"9,354","₹37,490","₹39,995",T5,camera good devic x devic x good choic camera x good x,"""The customer mentioned that the Canon EOS 1500D 24.1 Digital SLR Camera (Black) with EF S18-55 is II Lens performed poorly compared to another product they previously used, suggesting it may not be suitable for their specific needs.""",0.4139194139194139,https://www.amazon.in/Canon-1500D-Digital-Camera-S18-55/dp/B07BS4TJ43/ref=sr_1_2631?qid=1679133818&s=electronics&sr=1-2631
Action Pro™ Helmet Chin Mount Strap Compatible with All Smartphones GoPro Hero 11 10 9 8 7 6 5 4 SJCAM DJI Osmo and All Ac...,"tv, audio & cameras",All Electronics,4.0 out of 5 stars,"4,690",₹335,₹799,BART,except camera network qualiti hardwar good hardwar good except camera network qualiti sound qualiti camera good,"The customer mentioned that the product's hardware performance is commendable across various smartphones, including GoPro Hero models from 11 to 7, as well as cameras from SJCAM, DJI Osmo, and other manufacturers. However, they highlighted that there were notable issues with camera quality, network connectivity, and sound quality which significantly impacted their overall experience. Despite these drawbacks, the customer expressed satisfaction with the helmet chin mount strap itself, noting its compatibility with multiple devices and its effectiveness in securing",0.4640692640692641,https://www.amazon.in/Action-Pro-Helmet-Motorcycle-Compatible/dp/B08Z74J7K3/ref=sr_1_2632?qid=1679133818&s=electronics&sr=1-2632
VW 80 cm (32 inches) Playwall Frameless Series HD Ready Android Smart LED TV VW3251 (Black),"tv, audio & cameras",All Electronics,5.0 out of 5 stars,927,"₹8,499","₹15,999",T5,taglin design appl california say design appl california taglin appl websit,"The customer mentioned that this high-quality smart LED TV, with its frameless design and vibrant colors, perfectly matches the aesthetic appeal often associated with products designed by Apple. The reviewer noted how the black finish enhances the viewing experience, making every pixel shine bright without any distractions.",0.6166666666666667,https://www.amazon.in/VW-Playwall-Frameless-Android-VW3251/dp/B0B16KD737/ref=sr_1_2633?qid=1679133818&s=electronics&sr=1-2633
Blaupunkt Newly Launched BTW300 BASS Buds Truly Wireless Bluetooth in Ear Earbuds I Bass Demon Tech I ENC CRISPR TECH I 40...,"tv, audio & cameras",All Electronics,3.0 out of 5 stars,383,"₹1,799","₹3,999",T5,finger print batteri drain fast due lcd screen finger print finger print due screen,"""The customer mentioned that the newly launched BTW300 BASS earbuds offer excellent bass performance, but also appreciated their ability to resist fingerprints and maintain battery life despite having an LCD display.""",0.7030033370411569,https://www.amazon.in/Blaupunkt-Launched-BTW300-Bluetooth-TurboVolt/dp/B0BL1975MR/ref=sr_1_2634?qid=1679133818&s=electronics&sr=1-2634
